naive states, alpha = 0.9, gamma = 0.9
1662, 3, 76
1663, 2, 76
1664, 2, 76
1665, 3, 76
1666, 2, 76
1667, 5, 76
1668, 1, 76
1669, 1, 76
1670, 1, 76
1671, 2, 76
1672, 0, 76
1673, 0, 76
1674, 0, 76
1675, 1, 76
1676, 2, 76
1677, 7, 76
1678, 2, 76
1679, 0, 76
1680, 3, 76
1681, 1, 76
1682, 1, 76
1683, 2, 76
1684, 0, 76
1685, 3, 76
1686, 1, 76
1687, 2, 76
1688, 2, 76
1689, 5, 76
1690, 3, 76
1691, 5, 76
1692, 1, 76
1693, 4, 76
1694, 2, 76
1695, 1, 76
1696, 3, 76
1697, 0, 76
1698, 3, 76
1699, 2, 76
1700, 2, 76
1701, 4, 76
1702, 2, 76
1703, 2, 76
1704, 2, 76
1705, 3, 76
1706, 1, 76
1707, 1, 76
1708, 0, 76
1709, 2, 76
1710, 1, 76
1711, 3, 76
1712, 0, 76
1713, 2, 76
1714, 6, 76
1715, 2, 76
1716, 1, 76
1717, 3, 76
1718, 4, 76
1719, 2, 76
1720, 2, 76
1721, 1, 76
1722, 5, 76
1723, 4, 76
1724, 0, 76
1725, 1, 76
1726, 4, 76
1727, 3, 76
1728, 3, 76
1729, 0, 76
1730, 4, 76
1731, 1, 76
1732, 0, 76
1733, 2, 76
1734, 0, 76
1735, 1, 76
1736, 2, 76
1737, 2, 76
1738, 1, 76
1739, 1, 76
1740, 2, 76
1741, 0, 76
1742, 3, 76
1743, 1, 76
1744, 1, 76
1745, 0, 76
1746, 4, 76
1747, 4, 76
1748, 6, 76
1749, 3, 76
1750, 2, 76
1751, 2, 76
1752, 2, 76
1753, 4, 76
1754, 2, 76
1755, 0, 76
1756, 2, 76
1757, 1, 76
1758, 2, 76
1759, 0, 76
1760, 0, 76
1761, 1, 76
1762, 3, 76
1763, 1, 76
1764, 0, 76
1765, 4, 76
1766, 1, 76
1767, 1, 76
1768, 2, 76
1769, 1, 76
1770, 3, 76
1771, 2, 76
1772, 2, 76
1773, 2, 76
1774, 1, 76
1775, 1, 76
1776, 2, 76
1777, 2, 76
1778, 1, 76
1779, 2, 76
1780, 2, 76
1781, 2, 76
1782, 2, 76
1783, 1, 76
1784, 1, 76
1785, 2, 76
1786, 1, 76
1787, 1, 76
1788, 3, 76
1789, 0, 76
1790, 1, 76
1791, 0, 76
1792, 0, 76
1793, 0, 76
1794, 1, 76
1795, 1, 76
1796, 2, 76
1797, 0, 76
1798, 1, 76
1799, 2, 76
1800, 1, 76
1801, 3, 76
1802, 2, 76
1803, 2, 76
1804, 1, 76
1805, 1, 76
1806, 2, 76
1807, 2, 76
1808, 1, 76
1809, 0, 76
1810, 3, 76
1811, 2, 76
1812, 2, 76
1813, 4, 76
1814, 0, 76
1815, 1, 76
1816, 2, 76
1817, 0, 76
1818, 0, 76
1819, 3, 76
1820, 0, 76
1821, 2, 76
1822, 2, 76
1823, 2, 76
1824, 2, 76
1825, 1, 76
1826, 0, 76
1827, 4, 76
1828, 2, 76
1829, 1, 76
1830, 3, 76
1831, 2, 76
1832, 4, 76
1833, 3, 76
1834, 6, 76
1835, 4, 76
1836, 1, 76
1837, 0, 76
1838, 0, 76
1839, 0, 76
1840, 1, 76
1841, 1, 76
1842, 2, 76
1843, 3, 76
1844, 2, 76
1845, 3, 76
1846, 0, 76
1847, 2, 76
1848, 2, 76
1849, 10, 76
1850, 2, 76
1851, 1, 76
1852, 3, 76
1853, 2, 76
1854, 1, 76
1855, 0, 76
1856, 1, 76
1857, 0, 76
1858, 3, 76
1859, 0, 76
1860, 3, 76
1861, 1, 76
1862, 0, 76
1863, 2, 76
1864, 2, 76
1865, 1, 76
1866, 2, 76
1867, 2, 76
1868, 2, 76
1869, 1, 76
1870, 1, 76
1871, 3, 76
1872, 1, 76
1873, 2, 76
1874, 1, 76
1875, 1, 76
1876, 2, 76
1877, 4, 76
1878, 0, 76
1879, 2, 76
1880, 1, 76
1881, 2, 76
1882, 0, 76
1883, 6, 76
1884, 2, 76
1885, 4, 76
1886, 2, 76
1887, 1, 76
1888, 7, 76
1889, 1, 76
1890, 1, 76
1891, 1, 76
1892, 2, 76
1893, 5, 76
1894, 3, 76
1895, 3, 76
1896, 2, 76
1897, 2, 76
1898, 2, 76
1899, 2, 76
1900, 0, 76
1901, 1, 76
1902, 0, 76
1903, 5, 76
1904, 4, 76
1905, 1, 76
1906, 1, 76
1907, 3, 76
1908, 1, 76
1909, 2, 76
1910, 0, 76
1911, 1, 76
1912, 1, 76
1913, 1, 76
1914, 1, 76
1915, 1, 76
1916, 1, 76
1917, 1, 76
1918, 2, 76
1919, 1, 76
1920, 4, 76
1921, 2, 76
1922, 1, 76
1923, 1, 76
1924, 7, 76
1925, 3, 76
1926, 2, 76
1927, 2, 76
1928, 6, 76
1929, 3, 76
1930, 3, 76
1931, 1, 76
1932, 5, 76
1933, 0, 76
1934, 1, 76
1935, 2, 76
1936, 2, 76
1937, 3, 76
1938, 2, 76
1939, 2, 76
1940, 1, 76
1941, 1, 76
1942, 1, 76
1943, 1, 76
1944, 2, 76
1945, 0, 76
1946, 1, 76
1947, 0, 76
1948, 1, 76
1949, 2, 76
1950, 1, 76
1951, 2, 76
1952, 1, 76
1953, 1, 76
1954, 1, 76
1955, 1, 76
1956, 1, 76
1957, 1, 76
1958, 0, 76
1959, 1, 76
1960, 2, 76
1961, 2, 76
1962, 0, 76
1963, 2, 76
1964, 1, 76
1965, 2, 76
1966, 5, 76
1967, 0, 76
1968, 1, 76
1969, 1, 76
1970, 1, 76
1971, 2, 76
1972, 1, 76
1973, 1, 76
1974, 2, 76
1975, 1, 76
1976, 2, 76
1977, 1, 76
1978, 1, 76
1979, 2, 76
1980, 3, 76
1981, 1, 76
1982, 1, 76
1983, 3, 76
1984, 2, 76
1985, 1, 76
1986, 1, 76
1987, 2, 76
1988, 1, 76
1989, 2, 76
1990, 1, 76
1991, 2, 76
1992, 0, 76
1993, 3, 76
1994, 1, 76
1995, 0, 76
1996, 1, 76
1997, 3, 76
1998, 2, 76
1999, 2, 76
2000, 1, 76
2001, 2, 76
2002, 4, 76
2003, 1, 76
2004, 0, 76
2005, 1, 76
2006, 1, 76
2007, 1, 76
2008, 2, 76
2009, 2, 76
2010, 0, 76
2011, 3, 76
2012, 1, 76
2013, 1, 76
2014, 3, 76
2015, 1, 76
2016, 1, 76
2017, 3, 76
2018, 1, 76
2019, 0, 76
2020, 2, 76
2021, 8, 76
2022, 1, 76
2023, 1, 76
2024, 1, 76
2025, 1, 76
2026, 0, 76
2027, 1, 76
2028, 1, 76
2029, 2, 76
2030, 1, 76
2031, 1, 76
2032, 3, 76
2033, 2, 76
2034, 1, 76
2035, 2, 76
2036, 1, 76
2037, 0, 76
2038, 2, 76
2039, 0, 76
2040, 1, 76
2041, 1, 76
2042, 1, 76
2043, 3, 76
2044, 0, 76
2045, 1, 76
2046, 3, 76
2047, 5, 76
2048, 2, 76
2049, 2, 76
2050, 2, 76
2051, 2, 76
2052, 2, 76
2053, 2, 76
2054, 0, 76
2055, 1, 76
2056, 3, 76
2057, 4, 76
2058, 1, 76
2059, 1, 76
2060, 2, 76
2061, 3, 76
2062, 2, 76
2063, 1, 76
2064, 0, 76
2065, 1, 76
2066, 2, 76
2067, 2, 76
2068, 2, 76
2069, 2, 76
